allocation_transfer_agency,agency_identifier,availability_type_code,beginning_period_of_availa,ending_period_of_availabil,main_account_code,sub_account_code,tas,fiscal_year,period,line,amount
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,2201,18527
,69, ,2017,2019,1401,0,069-2017-2019- -1401,2017,9,2201,7570
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,2201,63905
,69, ,2017,2019,8121,0,069-2017-2019- -8121,2017,9,2201,0
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,2201,3274
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,2203,23047
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,2203,11794
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,2203,5216
,69, ,2017,2019,1401,0,069-2017-2019- -1401,2017,9,2203,500
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,2203,25804
,69, ,2017,2018,5282,0,069-2017-2018- -5282,2017,9,2203,0
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,2203,0
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,2403,2530600
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,2403,0
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,2403,0
,69, ,2017,2018,8104,0,069-2017-2018- -8104,2017,9,2403,2990280
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,2403,0
,69, ,2017,2019,1730,0,069-2017-2019- -1730,2017,9,2412,6214
,69, ,2017,2020,143,0,069-2017-2020- -0143,2017,9,2412,500000
,69, ,2017,2018,116,0,069-2017-2018- -0116,2017,9,2412,1783
,69, ,2017,2018,159,0,069-2017-2018- -0159,2017,9,2412,15000
,69, ,2017,2018,119,0,069-2017-2018- -0119,2017,9,2412,2218
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,2412,3031576
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,2412,1774250
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,2412,133511
,69, ,2017,2018,8104,0,069-2017-2018- -8104,2017,9,2412,2990280
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,2412,18527
,69, ,2017,2019,1401,0,069-2017-2019- -1401,2017,9,2412,8070
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,2412,89709
,69, ,2017,2018,5282,0,069-2017-2018- -5282,2017,9,2412,0
,69, ,2017,2019,8121,0,069-2017-2019- -8121,2017,9,2412,0
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,2412,3274
,69, ,2017,2019,1730,0,069-2017-2019- -1730,2017,9,2490,6214
,69, ,2017,2020,143,0,069-2017-2020- -0143,2017,9,2490,500000
,69, ,2017,2018,116,0,069-2017-2018- -0116,2017,9,2490,1783
,69, ,2017,2018,159,0,069-2017-2018- -0159,2017,9,2490,15000
,69, ,2017,2018,119,0,069-2017-2018- -0119,2017,9,2490,2218
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,2490,3031576
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,2490,1774250
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,2490,133511
,69, ,2017,2018,8104,0,069-2017-2018- -8104,2017,9,2490,2990280
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,2490,18527
,69, ,2017,2019,1401,0,069-2017-2019- -1401,2017,9,2490,8070
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,2490,89709
,69, ,2017,2018,5282,0,069-2017-2018- -5282,2017,9,2490,0
,69, ,2017,2019,8121,0,069-2017-2019- -8121,2017,9,2490,0
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,2490,3274
,69, ,2017,2019,1730,0,069-2017-2019- -1730,2017,9,2500,6214
,69, ,2017,2020,143,0,069-2017-2020- -0143,2017,9,2500,500000
,69, ,2017,2018,116,0,069-2017-2018- -0116,2017,9,2500,4000
,69, ,2017,2018,159,0,069-2017-2018- -0159,2017,9,2500,15000
,69, ,2017,2018,119,0,069-2017-2018- -0119,2017,9,2500,3513
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,2500,10162474
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,2500,2400326
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,2500,182028
,69, ,2017,2018,8104,0,069-2017-2018- -8104,2017,9,2500,9173000
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,2500,20000
,69, ,2017,2019,1401,0,069-2017-2019- -1401,2017,9,2500,8070
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,2500,90123
,69, ,2017,2018,5282,0,069-2017-2018- -5282,2017,9,2500,0
,69, ,2017,2019,8121,0,069-2017-2019- -8121,2017,9,2500,20288
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,2500,5400
,69, ,2017,2019,1730,0,069-2017-2019- -1730,2017,9,2501,12428
,69, ,2017,2020,143,0,069-2017-2020- -0143,2017,9,2501,1000000
,69, ,2017,2018,116,0,069-2017-2018- -0116,2017,9,2501,8000
,69, ,2017,2018,159,0,069-2017-2018- -0159,2017,9,2501,30000
,69, ,2017,2018,119,0,069-2017-2018- -0119,2017,9,2501,7026
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,2501,20324948
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,2501,4800651
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,2501,364056
,69, ,2017,2018,8104,0,069-2017-2018- -8104,2017,9,2501,18346000
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,2501,40000
,69, ,2017,2019,1401,0,069-2017-2019- -1401,2017,9,2501,16140
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,2501,180246
,69, ,2017,2018,5282,0,069-2017-2018- -5282,2017,9,2501,0
,69, ,2017,2019,8121,0,069-2017-2019- -8121,2017,9,2501,40576
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,2501,10799
,69, ,2017,2019,1730,0,069-2017-2019- -1730,2017,9,2503,6214
,69, ,2017,2020,143,0,069-2017-2020- -0143,2017,9,2503,500000
,69, ,2017,2018,116,0,069-2017-2018- -0116,2017,9,2503,1783
,69, ,2017,2018,159,0,069-2017-2018- -0159,2017,9,2503,15000
,69, ,2017,2018,119,0,069-2017-2018- -0119,2017,9,2503,2218
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,2503,2947280
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,2503,1754688
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,2503,128233
,69, ,2017,2018,8104,0,069-2017-2018- -8104,2017,9,2503,2990280
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,2503,18527
,69, ,2017,2019,1401,0,069-2017-2019- -1401,2017,9,2503,7570
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,2503,89209
,69, ,2017,2018,5282,0,069-2017-2018- -5282,2017,9,2503,0
,69, ,2017,2019,8121,0,069-2017-2019- -8121,2017,9,2503,0
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,2503,3274
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,2504,84296
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,2504,19562
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,2504,5278
,69, ,2017,2019,1401,0,069-2017-2019- -1401,2017,9,2504,500
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,2504,500
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,2504,0
,69, ,2017,2019,1730,0,069-2017-2019- -1730,2017,9,3010,0
,69, ,2017,2018,116,0,069-2017-2018- -0116,2017,9,3010,2217
,69, ,2017,2018,159,0,069-2017-2018- -0159,2017,9,3010,0
,69, ,2017,2018,119,0,069-2017-2018- -0119,2017,9,3010,1295
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,3010,7130898
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,3010,626076
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,3010,48516
,69, ,2017,2018,8104,0,069-2017-2018- -8104,2017,9,3010,6182720
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,3010,1473
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,3010,414
,69, ,2017,2019,8121,0,069-2017-2019- -8121,2017,9,3010,20288
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,3010,2126
,69, ,2017,2018,116,0,069-2017-2018- -0116,2017,9,3020,-2217
,69, ,2017,2018,159,0,069-2017-2018- -0159,2017,9,3020,0
,69, ,2017,2018,119,0,069-2017-2018- -0119,2017,9,3020,-1295
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,3020,-6124583
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,3020,-215388
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,3020,-29378
,69, ,2017,2018,8104,0,069-2017-2018- -8104,2017,9,3020,-6245005
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,3020,-318
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,3020,0
,69, ,2017,2019,8121,0,069-2017-2019- -8121,2017,9,3020,-385
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,3020,-396
,69, ,2017,2019,1730,0,069-2017-2019- -1730,2017,9,3050,0
,69, ,2017,2018,159,0,069-2017-2018- -0159,2017,9,3050,0
,69, ,2017,2018,119,0,069-2017-2018- -0119,2017,9,3050,0
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,3050,1006315
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,3050,410688
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,3050,19138
,69, ,2017,2018,8104,0,069-2017-2018- -8104,2017,9,3050,-62285
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,3050,1154
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,3050,414
,69, ,2017,2019,8121,0,069-2017-2019- -8121,2017,9,3050,19903
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,3050,1730
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,3070,-9144
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,3070,-18027
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,3070,-256
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,3070,-19903
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,3070,0
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,3090,-9144
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,3090,-18027
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,3090,-256
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,3090,-19903
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,3090,0
,69, ,2017,2019,1730,0,069-2017-2019- -1730,2017,9,3200,0
,69, ,2017,2018,116,0,069-2017-2018- -0116,2017,9,3200,0
,69, ,2017,2018,159,0,069-2017-2018- -0159,2017,9,3200,0
,69, ,2017,2018,119,0,069-2017-2018- -0119,2017,9,3200,0
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,3200,997171
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,3200,392661
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,3200,18882
,69, ,2017,2018,8104,0,069-2017-2018- -8104,2017,9,3200,-62285
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,3200,1154
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,3200,-19489
,69, ,2017,2019,8121,0,069-2017-2019- -8121,2017,9,3200,19903
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,3200,1730
,69, ,2017,2019,1730,0,069-2017-2019- -1730,2017,9,4000,6214
,69, ,2017,2020,143,0,069-2017-2020- -0143,2017,9,4000,500000
,69, ,2017,2018,116,0,069-2017-2018- -0116,2017,9,4000,4000
,69, ,2017,2018,159,0,069-2017-2018- -0159,2017,9,4000,15000
,69, ,2017,2018,119,0,069-2017-2018- -0119,2017,9,4000,3513
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,4000,10162474
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,4000,2400326
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,4000,181998
,69, ,2017,2018,8104,0,069-2017-2018- -8104,2017,9,4000,9173000
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,4000,20000
,69, ,2017,2019,1401,0,069-2017-2019- -1401,2017,9,4000,8070
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,4000,90123
,69, ,2017,2018,5282,0,069-2017-2018- -5282,2017,9,4000,0
,69, ,2017,2019,8121,0,069-2017-2019- -8121,2017,9,4000,20288
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,4000,5400
,69, ,2017,2018,116,0,069-2017-2018- -0116,2017,9,4010,2217
,69, ,2017,2018,159,0,069-2017-2018- -0159,2017,9,4010,0
,69, ,2017,2018,119,0,069-2017-2018- -0119,2017,9,4010,1295
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,4010,6124583
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,4010,215388
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,4010,29378
,69, ,2017,2018,8104,0,069-2017-2018- -8104,2017,9,4010,6245005
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,4010,318
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,4010,0
,69, ,2017,2019,8121,0,069-2017-2019- -8121,2017,9,4010,385
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,4010,396
,69, ,2017,2018,116,0,069-2017-2018- -0116,2017,9,4020,2217
,69, ,2017,2018,159,0,069-2017-2018- -0159,2017,9,4020,0
,69, ,2017,2018,119,0,069-2017-2018- -0119,2017,9,4020,1295
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,4020,6124583
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,4020,215388
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,4020,29378
,69, ,2017,2018,8104,0,069-2017-2018- -8104,2017,9,4020,6245005
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,4020,318
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,4020,0
,69, ,2017,2019,8121,0,069-2017-2019- -8121,2017,9,4020,385
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,4020,396
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,4030,-6275242
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,4030,-1505
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,4030,-49
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,4030,0
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,4030,-385
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,4033,-11909
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,4040,-6287152
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,4040,-1505
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,4040,-49
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,4040,0
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,4040,-385
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,4050,-9144
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,4050,-18027
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,4050,-256
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,4050,-19903
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,4050,0
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,4055,-3013326
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,4055,-11794
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,4055,-5193
,69, ,2017,2019,1401,0,069-2017-2019- -1401,2017,9,4055,-500
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,4055,-500
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,4055,0
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,4060,-3022470
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,4060,-29821
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,4060,-5448
,69, ,2017,2019,1401,0,069-2017-2019- -1401,2017,9,4060,-500
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,4060,-20403
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,4060,0
,69, ,2017,2019,1730,0,069-2017-2019- -1730,2017,9,4070,6214
,69, ,2017,2020,143,0,069-2017-2020- -0143,2017,9,4070,500000
,69, ,2017,2018,116,0,069-2017-2018- -0116,2017,9,4070,4000
,69, ,2017,2018,159,0,069-2017-2018- -0159,2017,9,4070,15000
,69, ,2017,2018,119,0,069-2017-2018- -0119,2017,9,4070,3513
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,4070,852852
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,4070,2369000
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,4070,176500
,69, ,2017,2018,8104,0,069-2017-2018- -8104,2017,9,4070,9173000
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,4070,20000
,69, ,2017,2019,1401,0,069-2017-2019- -1401,2017,9,4070,7570
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,4070,69335
,69, ,2017,2018,5282,0,069-2017-2018- -5282,2017,9,4070,0
,69, ,2017,2019,8121,0,069-2017-2019- -8121,2017,9,4070,20288
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,4070,5400
,69, ,2017,2018,116,0,069-2017-2018- -0116,2017,9,4080,2217
,69, ,2017,2018,159,0,069-2017-2018- -0159,2017,9,4080,0
,69, ,2017,2018,119,0,069-2017-2018- -0119,2017,9,4080,1295
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,4080,-162569
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,4080,213883
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,4080,29329
,69, ,2017,2018,8104,0,069-2017-2018- -8104,2017,9,4080,6245005
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,4080,318
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,4080,-385
,69, ,2017,2019,8121,0,069-2017-2019- -8121,2017,9,4080,385
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,4080,396
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,4090,30
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,4160,30
,69, ,2017,2019,1730,0,069-2017-2019- -1730,2017,9,4180,6214
,69, ,2017,2020,143,0,069-2017-2020- -0143,2017,9,4180,500000
,69, ,2017,2018,116,0,069-2017-2018- -0116,2017,9,4180,4000
,69, ,2017,2018,159,0,069-2017-2018- -0159,2017,9,4180,15000
,69, ,2017,2018,119,0,069-2017-2018- -0119,2017,9,4180,3513
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,4180,852852
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,4180,2369000
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,4180,176530
,69, ,2017,2018,8104,0,069-2017-2018- -8104,2017,9,4180,9173000
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,4180,20000
,69, ,2017,2019,1401,0,069-2017-2019- -1401,2017,9,4180,7570
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,4180,69335
,69, ,2017,2018,5282,0,069-2017-2018- -5282,2017,9,4180,0
,69, ,2017,2019,8121,0,069-2017-2019- -8121,2017,9,4180,20288
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,4180,5400
,69, ,2017,2018,116,0,069-2017-2018- -0116,2017,9,4190,2217
,69, ,2017,2018,159,0,069-2017-2018- -0159,2017,9,4190,0
,69, ,2017,2018,119,0,069-2017-2018- -0119,2017,9,4190,1295
,69, ,2017,2018,1301,0,069-2017-2018- -1301,2017,9,4190,-162569
,69, ,2017,2019,8107,0,069-2017-2019- -8107,2017,9,4190,213883
,69, ,2017,2019,8108,0,069-2017-2019- -8108,2017,9,4190,29329
,69, ,2017,2018,8104,0,069-2017-2018- -8104,2017,9,4190,6245005
,69, ,2017,2018,650,0,069-2017-2018- -0650,2017,9,4190,318
,69, ,2017,2019,5172,0,069-2017-2019- -5172,2017,9,4190,-385
,69, ,2017,2019,8121,0,069-2017-2019- -8121,2017,9,4190,385
,69, ,2017,2018,1750,0,069-2017-2018- -1750,2017,9,4190,396
,69, ,0,2012,1730,0,069-0000-2012- -1730,2017,9,1000,731
,69, ,0,2013,1730,0,069-0000-2013- -1730,2017,9,1000,465
,69, ,0,2014,1730,0,069-0000-2014- -1730,2017,9,1000,120
,69, ,0,2015,1730,0,069-0000-2015- -1730,2017,9,1000,73
,69, ,0,2016,1730,0,069-0000-2016- -1730,2017,9,1000,78
,69,X,0,0,1730,0,069-0000-0000-X-1730,2017,9,1000,5581
,69, ,0,2012,102,0,069-0000-2012- -0102,2017,9,1000,5833
,69, ,0,2013,102,0,069-0000-2013- -0102,2017,9,1000,2484
,69, ,0,2014,102,0,069-0000-2014- -0102,2017,9,1000,3310
,69, ,0,2015,102,0,069-0000-2015- -0102,2017,9,1000,1753
,69, ,0,2016,102,0,069-0000-2016- -0102,2017,9,1000,3423
,69,X,0,0,102,0,069-0000-0000-X-0102,2017,9,1000,5695
,69,X,0,0,4522,0,069-0000-0000-X-4522,2017,9,1000,233300
,69,X,0,0,116,0,069-0000-0000-X-0116,2017,9,1000,2034
,69, ,0,2012,118,0,069-0000-2012- -0118,2017,9,1000,969
,69, ,0,2013,118,0,069-0000-2013- -0118,2017,9,1000,592
,69, ,0,2014,118,0,069-0000-2014- -0118,2017,9,1000,1255
,69, ,0,2015,118,0,069-0000-2015- -0118,2017,9,1000,1080
,69, ,0,2016,118,0,069-0000-2016- -0118,2017,9,1000,179
,69,X,0,0,119,0,069-0000-0000-X-0119,2017,9,1000,4818
,69,X,0,0,147,0,069-0000-0000-X-0147,2017,9,1000,62
,69,X,0,0,142,0,069-0000-0000-X-0142,2017,9,1000,5262
,69,X,0,0,5423,0,069-0000-0000-X-5423,2017,9,1000,65224
,69,X,0,0,4520,0,069-0000-0000-X-4520,2017,9,1000,77706
,69, ,0,2012,155,0,069-0000-2012- -0155,2017,9,1000,510
,69, ,0,2013,155,0,069-0000-2013- -0155,2017,9,1000,346
,69, ,0,2014,155,0,069-0000-2014- -0155,2017,9,1000,736
,69, ,0,2015,155,0,069-0000-2015- -0155,2017,9,1000,566
,69, ,0,2016,155,0,069-0000-2016- -0155,2017,9,1000,489
,69,X,0,0,4082,0,069-0000-0000-X-4082,2017,9,1000,136
,69,X,0,0,8304,0,069-0000-0000-X-8304,2017,9,1000,3992
,69, ,0,2012,1301,0,069-0000-2012- -1301,2017,9,1000,26838
,69, ,0,2013,1301,0,069-0000-2013- -1301,2017,9,1000,11982
,69, ,0,2014,1301,0,069-0000-2014- -1301,2017,9,1000,23778
,69, ,0,2015,1301,0,069-0000-2015- -1301,2017,9,1000,21189
,69, ,0,2016,1301,0,069-0000-2016- -1301,2017,9,1000,9501
,69,X,0,0,1301,0,069-0000-0000-X-1301,2017,9,1000,51825
,69,X,0,0,1303,0,069-0000-0000-X-1303,2017,9,1000,2
,69,X,0,0,5422,0,069-0000-0000-X-5422,2017,9,1000,9245
,69,X,0,0,4120,0,069-0000-0000-X-4120,2017,9,1000,2146923
,69,X,0,0,4562,0,069-0000-0000-X-4562,2017,9,1000,260377
,69,X,0,0,8103,0,069-0000-0000-X-8103,2017,9,1000,0
,69,X,0,0,8106,0,069-0000-0000-X-8106,2017,9,1000,15610
,69, ,0,2012,8107,0,069-0000-2012- -8107,2017,9,1000,3663
,69, ,0,2013,8107,0,069-0000-2013- -8107,2017,9,1000,3004
,69, ,0,2014,8107,0,069-0000-2014- -8107,2017,9,1000,2145
,69, ,0,2015,8107,0,069-0000-2015- -8107,2017,9,1000,857
,69, ,0,2016,8107,0,069-0000-2016- -8107,2017,9,1000,459
,69,X,0,0,8107,0,069-0000-0000-X-8107,2017,9,1000,88644
,69,X,0,0,8108,0,069-0000-0000-X-8108,2017,9,1000,986
,69, ,0,2016,8104,0,069-0000-2016- -8104,2017,9,1000,0
,69,X,0,0,538,0,069-0000-0000-X-0538,2017,9,1000,101906
,69,X,0,0,592,0,069-0000-0000-X-0592,2017,9,1000,0
,69,X,0,0,503,0,069-0000-0000-X-0503,2017,9,1000,352
,69,X,0,0,505,0,069-0000-0000-X-0505,2017,9,1000,5993
,69,X,0,0,506,0,069-0000-0000-X-0506,2017,9,1000,82
,69,X,0,0,518,0,069-0000-0000-X-0518,2017,9,1000,0
,69,X,0,0,519,0,069-0000-0000-X-0519,2017,9,1000,0
,69,X,0,0,524,0,069-0000-0000-X-0524,2017,9,1000,0
,69,X,0,0,527,0,069-0000-0000-X-0527,2017,9,1000,7
,69,X,0,0,532,0,069-0000-0000-X-0532,2017,9,1000,216
,69,X,0,0,533,0,069-0000-0000-X-0533,2017,9,1000,275
,69,X,0,0,537,0,069-0000-0000-X-0537,2017,9,1000,63
,69,X,0,0,540,0,069-0000-0000-X-0540,2017,9,1000,489
,69,X,0,0,551,0,069-0000-0000-X-0551,2017,9,1000,2130
,69,X,0,0,553,0,069-0000-0000-X-0553,2017,9,1000,2037
,69,X,0,0,555,0,069-0000-0000-X-0555,2017,9,1000,517
,69,X,0,0,556,0,069-0000-0000-X-0556,2017,9,1000,1
,69,X,0,0,557,0,069-0000-0000-X-0557,2017,9,1000,2561
,69,X,0,0,560,0,069-0000-0000-X-0560,2017,9,1000,5211
,69,X,0,0,566,0,069-0000-0000-X-0566,2017,9,1000,11
,69,X,0,0,572,0,069-0000-0000-X-0572,2017,9,1000,133
,69,X,0,0,573,0,069-0000-0000-X-0573,2017,9,1000,21
,69,X,0,0,574,0,069-0000-0000-X-0574,2017,9,1000,386
,69,X,0,0,575,0,069-0000-0000-X-0575,2017,9,1000,36
,69,X,0,0,580,0,069-0000-0000-X-0580,2017,9,1000,511
,69,X,0,0,583,0,069-0000-0000-X-0583,2017,9,1000,2809
,69,X,0,0,593,0,069-0000-0000-X-0593,2017,9,1000,7
,69,X,0,0,598,0,069-0000-0000-X-0598,2017,9,1000,3226
,69,X,0,0,641,0,069-0000-0000-X-0641,2017,9,1000,21866
,69,X,0,0,644,0,069-0000-0000-X-0644,2017,9,1000,8586
,69,X,0,0,648,0,069-0000-0000-X-0648,2017,9,1000,0
,69,X,0,0,511,0,069-0000-0000-X-0511,2017,9,1000,0
,69,X,0,0,500,0,069-0000-0000-X-0500,2017,9,1000,385772
,69,X,0,0,550,0,069-0000-0000-X-0550,2017,9,1000,318
,69,X,0,0,640,0,069-0000-0000-X-0640,2017,9,1000,45930
,69,X,0,0,549,0,069-0000-0000-X-0549,2017,9,1000,1375
,69,X,0,0,4123,0,069-0000-0000-X-4123,2017,9,1000,4142
,69,X,0,0,4145,0,069-0000-0000-X-4145,2017,9,1000,5
,69,X,0,0,4173,0,069-0000-0000-X-4173,2017,9,1000,10
