allocation_transfer_agency,agency_identifier,availability_type_code,beginning_period_of_availa,ending_period_of_availabil,main_account_code,sub_account_code,tas,fiscal_year,period,line,amount
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,2180,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,2190,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,2190,0
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,2190,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,2190,49
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,2190,27
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,2190,0
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,2190,0
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,2190,0
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,2190,35
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,2190,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,2413,17
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,2413,3013
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,2413,149
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,2413,15130
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,2413,1251
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,2413,21888
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,2413,992
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,2413,300
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,2413,483
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,2490,17
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,2490,3013
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,2490,149
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,2490,15130
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,2490,1251
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,2490,21888
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,2490,992
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,2490,300
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,2490,483
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,2500,17
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,2500,3013
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,2500,149
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,2500,15179
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,2500,1278
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,2500,21888
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,2500,992
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,2500,300
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,2500,518
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,2500,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,2501,34
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,2501,6026
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,2501,298
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,2501,30358
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,2501,2556
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,2501,43776
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,2501,1984
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,2501,600
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,2501,1036
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,2501,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,2503,17
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,2503,3013
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,2503,149
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,2503,14885
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,2503,1242
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,2503,21888
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,2503,992
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,2503,300
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,2503,513
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,2504,245
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,2504,9
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,2504,-30
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,3000,162
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,3000,23340
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,3000,28
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,3000,20660
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,3000,689
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,3000,7123
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,3000,11768
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,3000,1
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,3000,54
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,3000,7
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,3001,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,3011,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,3011,0
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,3011,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,3011,49
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,3011,27
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,3011,0
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,3011,0
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,3011,0
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,3011,35
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,3011,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,3020,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,3020,-13140
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,3020,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,3020,-2673
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,3020,-94
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,3020,-2086
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,3020,-1037
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,3020,-35
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,3041,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,3041,-399
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,3041,-27
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,3041,-1184
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,3041,-38
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,3041,-1340
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,3041,-88
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,3041,0
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,3041,-18
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,3041,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,3050,162
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,3050,9801
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,3050,2
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,3050,16852
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,3050,583
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,3050,3697
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,3050,10643
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,3050,1
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,3050,36
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,3050,7
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,3060,-340
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,3060,-46
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,3060,-7
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,3071,630
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,3071,16
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,3071,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,3090,290
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,3090,-31
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,3090,-7
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,3100,162
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,3100,23340
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,3100,28
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,3100,20320
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,3100,642
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,3100,7123
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,3100,11768
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,3100,1
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,3100,47
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,3100,7
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,3200,162
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,3200,9801
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,3200,2
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,3200,17142
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,3200,552
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,3200,3697
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,3200,10643
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,3200,1
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,3200,29
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,3200,7
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,4000,24
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,4000,-16
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,4000,0
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,4000,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,4011,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,4011,13140
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,4011,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,4011,2673
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,4011,94
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,4011,2086
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,4011,1037
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,4011,35
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,4020,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,4020,13140
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,4020,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,4020,2673
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,4020,94
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,4020,2086
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,4020,1037
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,4020,35
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,4030,-632
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,4030,-26
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,4030,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,4033,-11
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,4033,-35
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,4033,-1
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,4033,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,4040,-11
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,4040,-667
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,4040,-27
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,4040,0
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,4040,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,4051,630
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,4051,16
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,4051,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,4054,11
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,4054,13
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,4054,27
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,4054,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,4060,11
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,4060,643
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,4060,42
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,4060,0
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,4060,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,4070,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,4070,0
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,4070,0
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,4070,0
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,4070,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,4080,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,4080,13129
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,4080,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,4080,2006
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,4080,67
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,4080,2086
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,4080,1037
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,4080,35
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,4080,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,4180,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,4180,0
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,4180,0
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,4180,0
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,4180,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,4190,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,4190,13129
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,4190,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,4190,2006
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,4190,67
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,4190,2086
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,4190,1037
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,4190,35
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,4190,0
,69, ,2011,2013,1730,0,069-2011-2013- -1730,2017,9,1000,13
,69, ,2011,2013,143,0,069-2011-2013- -0143,2017,9,1000,4459
,69, ,2011,2012,119,0,069-2011-2012- -0119,2017,9,1000,173
,69, ,2011,2016,142,0,069-2011-2016- -0142,2017,9,1000,2
,69, ,2011,2012,1301,0,069-2011-2012- -1301,2017,9,1000,2114
,69, ,2011,2013,8107,0,069-2011-2013- -8107,2017,9,1000,9893
,69, ,2011,2013,8108,0,069-2011-2013- -8108,2017,9,1000,999
,69, ,2011,2012,650,0,069-2011-2012- -0650,2017,9,1000,554
,69, ,2011,2012,660,0,069-2011-2012- -0660,2017,9,1000,0
,69, ,2011,2013,1131,0,069-2011-2013- -1131,2017,9,1000,601
,69, ,2011,2013,1401,0,069-2011-2013- -1401,2017,9,1000,553
,69, ,2011,2013,5172,0,069-2011-2013- -5172,2017,9,1000,270
,69, ,2011,2012,5282,0,069-2011-2012- -5282,2017,9,1000,8
,69, ,2011,2013,8121,0,069-2011-2013- -8121,2017,9,1000,0
,69, ,2011,2013,1730,0,069-2011-2013- -1730,2017,9,1021,1
,69, ,2011,2016,142,0,069-2011-2016- -0142,2017,9,1021,2
,69, ,2011,2012,1301,0,069-2011-2012- -1301,2017,9,1021,0
,69, ,2011,2013,8107,0,069-2011-2013- -8107,2017,9,1021,732
,69, ,2011,2013,8108,0,069-2011-2013- -8108,2017,9,1021,57
,69, ,2011,2012,650,0,069-2011-2012- -0650,2017,9,1021,0
,69, ,2011,2012,660,0,069-2011-2012- -0660,2017,9,1021,0
,69, ,2011,2013,1131,0,069-2011-2013- -1131,2017,9,1021,104
,69, ,2011,2013,1401,0,069-2011-2013- -1401,2017,9,1021,0
,69, ,2011,2013,5172,0,069-2011-2013- -5172,2017,9,1021,110
,69, ,2011,2012,5282,0,069-2011-2012- -5282,2017,9,1021,0
,69, ,2011,2012,119,0,069-2011-2012- -0119,2017,9,1029,0
,69, ,2011,2012,1301,0,069-2011-2012- -1301,2017,9,1029,0
,69, ,2011,2012,650,0,069-2011-2012- -0650,2017,9,1029,0
,69, ,2011,2012,660,0,069-2011-2012- -0660,2017,9,1029,0
,69, ,2011,2013,8107,0,069-2011-2013- -8107,2017,9,1033,6
,69, ,2011,2013,8108,0,069-2011-2013- -8108,2017,9,1033,0
,69, ,2011,2013,1131,0,069-2011-2013- -1131,2017,9,1033,0
,69, ,2011,2013,1401,0,069-2011-2013- -1401,2017,9,1033,0
,69, ,2011,2013,1730,0,069-2011-2013- -1730,2017,9,1050,14
,69, ,2011,2013,143,0,069-2011-2013- -0143,2017,9,1050,4459
,69, ,2011,2012,119,0,069-2011-2012- -0119,2017,9,1050,173
,69, ,2011,2016,142,0,069-2011-2016- -0142,2017,9,1050,3
,69, ,2011,2012,1301,0,069-2011-2012- -1301,2017,9,1050,2114
,69, ,2011,2013,8107,0,069-2011-2013- -8107,2017,9,1050,10632
,69, ,2011,2013,8108,0,069-2011-2013- -8108,2017,9,1050,1056
,69, ,2011,2012,650,0,069-2011-2012- -0650,2017,9,1050,554
,69, ,2011,2012,660,0,069-2011-2012- -0660,2017,9,1050,0
,69, ,2011,2013,1131,0,069-2011-2013- -1131,2017,9,1050,705
,69, ,2011,2013,1401,0,069-2011-2013- -1401,2017,9,1050,553
,69, ,2011,2013,5172,0,069-2011-2013- -5172,2017,9,1050,380
,69, ,2011,2012,5282,0,069-2011-2012- -5282,2017,9,1050,8
,69, ,2011,2013,8121,0,069-2011-2013- -8121,2017,9,1050,0
,69, ,2011,2013,1730,0,069-2011-2013- -1730,2017,9,1060,13
,69, ,2011,2013,143,0,069-2011-2013- -0143,2017,9,1060,4459
,69, ,2011,2012,119,0,069-2011-2012- -0119,2017,9,1060,173
,69, ,2011,2016,142,0,069-2011-2016- -0142,2017,9,1060,2
,69, ,2011,2012,1301,0,069-2011-2012- -1301,2017,9,1060,2114
,69, ,2011,2013,8107,0,069-2011-2013- -8107,2017,9,1060,9893
,69, ,2011,2013,8108,0,069-2011-2013- -8108,2017,9,1060,999
,69, ,2011,2012,650,0,069-2011-2012- -0650,2017,9,1060,554
,69, ,2011,2012,660,0,069-2011-2012- -0660,2017,9,1060,0
,69, ,2011,2013,1131,0,069-2011-2013- -1131,2017,9,1060,601
,69, ,2011,2013,1401,0,069-2011-2013- -1401,2017,9,1060,553
,69, ,2011,2013,5172,0,069-2011-2013- -5172,2017,9,1060,270
,69, ,2011,2012,5282,0,069-2011-2012- -5282,2017,9,1060,8
,69, ,2011,2013,8121,0,069-2011-2013- -8121,2017,9,1060,0
,69, ,2011,2013,1730,0,069-2011-2013- -1730,2017,9,1081,1
,69, ,2011,2016,142,0,069-2011-2016- -0142,2017,9,1081,2
,69, ,2011,2012,1301,0,069-2011-2012- -1301,2017,9,1081,0
,69, ,2011,2013,8107,0,069-2011-2013- -8107,2017,9,1081,732
,69, ,2011,2013,8108,0,069-2011-2013- -8108,2017,9,1081,57
,69, ,2011,2012,650,0,069-2011-2012- -0650,2017,9,1081,0
,69, ,2011,2012,660,0,069-2011-2012- -0660,2017,9,1081,0
,69, ,2011,2013,1131,0,069-2011-2013- -1131,2017,9,1081,104
,69, ,2011,2013,1401,0,069-2011-2013- -1401,2017,9,1081,0
,69, ,2011,2013,5172,0,069-2011-2013- -5172,2017,9,1081,110
,69, ,2011,2012,5282,0,069-2011-2012- -5282,2017,9,1081,0
,69, ,2011,2012,119,0,069-2011-2012- -0119,2017,9,1089,0
,69, ,2011,2012,1301,0,069-2011-2012- -1301,2017,9,1089,0
,69, ,2011,2012,650,0,069-2011-2012- -0650,2017,9,1089,0
,69, ,2011,2012,660,0,069-2011-2012- -0660,2017,9,1089,0
,69, ,2011,2013,8107,0,069-2011-2013- -8107,2017,9,1093,6
,69, ,2011,2013,8108,0,069-2011-2013- -8108,2017,9,1093,0
,69, ,2011,2013,1131,0,069-2011-2013- -1131,2017,9,1093,0
,69, ,2011,2013,1401,0,069-2011-2013- -1401,2017,9,1093,0
,69, ,2011,2013,1730,0,069-2011-2013- -1730,2017,9,1099,14
,69, ,2011,2013,143,0,069-2011-2013- -0143,2017,9,1099,4459
,69, ,2011,2012,119,0,069-2011-2012- -0119,2017,9,1099,173
,69, ,2011,2016,142,0,069-2011-2016- -0142,2017,9,1099,3
,69, ,2011,2012,1301,0,069-2011-2012- -1301,2017,9,1099,2114
,69, ,2011,2013,8107,0,069-2011-2013- -8107,2017,9,1099,10632
,69, ,2011,2013,8108,0,069-2011-2013- -8108,2017,9,1099,1056
,69, ,2011,2012,650,0,069-2011-2012- -0650,2017,9,1099,554
,69, ,2011,2012,660,0,069-2011-2012- -0660,2017,9,1099,0
,69, ,2011,2013,1131,0,069-2011-2013- -1131,2017,9,1099,705
,69, ,2011,2013,1401,0,069-2011-2013- -1401,2017,9,1099,553
,69, ,2011,2013,5172,0,069-2011-2013- -5172,2017,9,1099,380
,69, ,2011,2012,5282,0,069-2011-2012- -5282,2017,9,1099,8
,69, ,2011,2013,8121,0,069-2011-2013- -8121,2017,9,1099,0
,69, ,2011,2013,8107,0,069-2011-2013- -8107,2017,9,1101,0
,69, ,2011,2013,8108,0,069-2011-2013- -8108,2017,9,1101,0
,69, ,2011,2012,5282,0,069-2011-2012- -5282,2017,9,1101,0
,69, ,2011,2013,8121,0,069-2011-2013- -8121,2017,9,1101,0
,69, ,2011,2013,8107,0,069-2011-2013- -8107,2017,9,1160,0
,69, ,2011,2013,8108,0,069-2011-2013- -8108,2017,9,1160,0
,69, ,2011,2012,5282,0,069-2011-2012- -5282,2017,9,1160,0
,69, ,2011,2013,8121,0,069-2011-2013- -8121,2017,9,1160,0
,69, ,2011,2013,8107,0,069-2011-2013- -8107,2017,9,1700,0
,69, ,2011,2013,8108,0,069-2011-2013- -8108,2017,9,1700,0
,69, ,2011,2013,8107,0,069-2011-2013- -8107,2017,9,1701,-1
,69, ,2011,2013,8108,0,069-2011-2013- -8108,2017,9,1701,0
,69, ,2011,2013,5172,0,069-2011-2013- -5172,2017,9,1701,0
,69, ,2011,2013,8107,0,069-2011-2013- -8107,2017,9,1750,-1
,69, ,2011,2013,8108,0,069-2011-2013- -8108,2017,9,1750,0
,69, ,2011,2013,5172,0,069-2011-2013- -5172,2017,9,1750,0
,69, ,2011,2013,8107,0,069-2011-2013- -8107,2017,9,1900,-1
,69, ,2011,2013,8108,0,069-2011-2013- -8108,2017,9,1900,0
,69, ,2011,2013,5172,0,069-2011-2013- -5172,2017,9,1900,0
,69, ,2011,2012,5282,0,069-2011-2012- -5282,2017,9,1900,0
,69, ,2011,2013,8121,0,069-2011-2013- -8121,2017,9,1900,0
,69, ,2011,2013,1730,0,069-2011-2013- -1730,2017,9,1910,14
,69, ,2011,2013,143,0,069-2011-2013- -0143,2017,9,1910,4459
,69, ,2011,2012,119,0,069-2011-2012- -0119,2017,9,1910,173
,69, ,2011,2016,142,0,069-2011-2016- -0142,2017,9,1910,3
,69, ,2011,2012,1301,0,069-2011-2012- -1301,2017,9,1910,2114
,69, ,2011,2013,8107,0,069-2011-2013- -8107,2017,9,1910,10631
,69, ,2011,2013,8108,0,069-2011-2013- -8108,2017,9,1910,1056
,69, ,2011,2012,650,0,069-2011-2012- -0650,2017,9,1910,554
,69, ,2011,2012,660,0,069-2011-2012- -0660,2017,9,1910,0
,69, ,2011,2013,1131,0,069-2011-2013- -1131,2017,9,1910,705
,69, ,2011,2013,1401,0,069-2011-2013- -1401,2017,9,1910,553
,69, ,2011,2013,5172,0,069-2011-2013- -5172,2017,9,1910,380
,69, ,2011,2012,5282,0,069-2011-2012- -5282,2017,9,1910,8
,69, ,2011,2013,8121,0,069-2011-2013- -8121,2017,9,1910,0
,69, ,2011,2013,1730,0,069-2011-2013- -1730,2017,9,2001,0
,69, ,2011,2013,1401,0,069-2011-2013- -1401,2017,9,2001,0
,69, ,2011,2013,5172,0,069-2011-2013- -5172,2017,9,2001,0
,69, ,2011,2012,5282,0,069-2011-2012- -5282,2017,9,2001,0
,69, ,2011,2013,8121,0,069-2011-2013- -8121,2017,9,2001,0
,69, ,2011,2013,143,0,069-2011-2013- -0143,2017,9,2002,0
,69, ,2011,2016,142,0,069-2011-2016- -0142,2017,9,2002,0
,69, ,2011,2012,1301,0,069-2011-2012- -1301,2017,9,2002,0
,69, ,2011,2013,8107,0,069-2011-2013- -8107,2017,9,2002,210
,69, ,2011,2013,8108,0,069-2011-2013- -8108,2017,9,2002,0
,69, ,2011,2012,650,0,069-2011-2012- -0650,2017,9,2002,0
,69, ,2011,2012,660,0,069-2011-2012- -0660,2017,9,2002,0
,69, ,2011,2013,1131,0,069-2011-2013- -1131,2017,9,2002,0
,69, ,2011,2013,1730,0,069-2011-2013- -1730,2017,9,2004,0
,69, ,2011,2013,143,0,069-2011-2013- -0143,2017,9,2004,0
,69, ,2011,2016,142,0,069-2011-2016- -0142,2017,9,2004,0
,69, ,2011,2012,1301,0,069-2011-2012- -1301,2017,9,2004,0
,69, ,2011,2013,8107,0,069-2011-2013- -8107,2017,9,2004,210
,69, ,2011,2013,8108,0,069-2011-2013- -8108,2017,9,2004,0
,69, ,2011,2012,650,0,069-2011-2012- -0650,2017,9,2004,0
,69, ,2011,2012,660,0,069-2011-2012- -0660,2017,9,2004,0
,69, ,2011,2013,1131,0,069-2011-2013- -1131,2017,9,2004,0
,69, ,2011,2013,1401,0,069-2011-2013- -1401,2017,9,2004,0
,69, ,2011,2013,5172,0,069-2011-2013- -5172,2017,9,2004,0
,69, ,2011,2012,5282,0,069-2011-2012- -5282,2017,9,2004,0
,69, ,2011,2013,8121,0,069-2011-2013- -8121,2017,9,2004,0
